category	folder_path	xmin	xmax	ymin	ymax	class	score	total
Road	data/0000000745.png	18	71	129	174	['danger: 99%']	99.98146891593933	2
Road	data/0000000745.png	1083	1120	101	136	['danger: 96%']	96.64729237556458	2
Road	data/0000000751.png	264	310	119	161	['danger: 99%']	99.98862743377686	1
Road	data/0000000584.png	266	308	43	97	['danger: 99%']	99.93626475334167	2
Road	data/0000000584.png	263	307	93	143	['mandatory: 67%']	67.44918823242188	2
Road	data/0000000590.png	338	382	43	95	['danger: 99%']	99.99964237213135	3
Road	data/0000000590.png	333	383	94	147	['prohibitory: 81%']	81.62672519683838	3
Road	data/0000000590.png	336	380	97	146	['mandatory: 74%']	74.67212080955505	3
Road	data/0000000553.png	558	577	132	153	['prohibitory: 99%']	99.9829649925232	1
Road	data/0000000631.png	705	796	11	101	['danger: 99%']	99.98561143875122	1
Road	data/0000000625.png	658	720	66	123	['danger: 99%']	99.98224377632141	1
Road	data/0000000619.png	549	598	89	136	['danger: 99%']	99.9990463256836	1
Road	data/0000000618.png	522	566	96	138	['danger: 99%']	99.99943971633911	1
Road	data/0000000624.png	648	705	69	124	['danger: 99%']	99.99817609786987	1
Road	data/0000000630.png	697	785	23	106	['danger: 99%']	99.9856948852539	1
Road	data/0000000552.png	564	583	131	153	['prohibitory: 99%']	99.9281108379364	1
Road	data/0000000591.png	356	403	39	96	['danger: 99%']	99.99970197677612	3
Road	data/0000000591.png	352	402	94	148	['prohibitory: 79%']	79.22139763832092	3
Road	data/0000000591.png	354	401	97	145	['mandatory: 73%']	73.72462749481201	3
Road	data/0000000585.png	267	314	94	143	['prohibitory: 77%']	77.99544334411621	3
Road	data/0000000585.png	269	313	96	143	['mandatory: 71%']	71.91174626350403	3
Road	data/0000000585.png	274	317	45	93	['danger: 70%']	70.88114023208618	3
Road	data/0000000750.png	226	273	120	162	['danger: 99%']	99.98658895492554	1
Road	data/0000000744.png	0	24	131	173	['danger: 99%']	99.4516909122467	2
Road	data/0000000744.png	1022	1059	110	144	['danger: 98%']	98.06046485900879	2
Road	data/0000000768.png	776	873	37	123	['danger: 99%']	99.97742772102356	1
Road	data/0000000740.png	830	861	120	149	['danger: 89%']	89.58379030227661	1
Road	data/0000000754.png	367	416	116	161	['danger: 99%']	99.99107122421265	1
Road	data/0000000581.png	253	295	100	144	['mandatory: 82%']	82.21794962882996	2
Road	data/0000000581.png	251	296	98	145	['prohibitory: 59%']	59.66036915779114	2
Road	data/0000000595.png	466	514	17	79	['danger: 99%']	99.93791580200195	3
Road	data/0000000595.png	460	510	80	133	['mandatory: 92%']	92.94486045837402	3
Road	data/0000000595.png	460	512	78	136	['prohibitory: 51%']	51.925474405288696	3
Road	data/0000000556.png	536	557	129	152	['prohibitory: 99%']	99.9207079410553	1
Road	data/0000000608.png	191	237	112	154	['danger: 99%']	99.99959468841553	1
Road	data/0000000634.png	751	859	0	68	['danger: 99%']	99.78891015052795	1
Road	data/0000000620.png	576	623	88	133	['danger: 99%']	99.99973773956299	1
Road	data/0000000621.png	597	648	85	130	['danger: 99%']	99.99912977218628	1
Road	data/0000000609.png	233	277	114	154	['danger: 99%']	99.99959468841553	1
Road	data/0000000557.png	530	552	131	153	['prohibitory: 99%']	99.66012239456177	1
Road	data/0000000594.png	435	480	27	85	['danger: 99%']	99.98670816421509	2
Road	data/0000000594.png	431	479	87	140	['mandatory: 94%']	94.16627883911133	2
Road	data/0000000580.png	254	294	101	143	['mandatory: 72%']	72.86897301673889	2
Road	data/0000000580.png	251	295	100	144	['prohibitory: 67%']	67.09844470024109	2
Road	data/0000000755.png	404	452	114	160	['danger: 99%']	99.9890685081482	1
Road	data/0000000769.png	807	911	17	111	['danger: 99%']	99.9403715133667	1
Road	data/0000000757.png	474	523	115	162	['danger: 99%']	99.97374415397644	1
Road	data/0000000596.png	499	545	8	76	['danger: 99%']	99.99977350234985	3
Road	data/0000000596.png	494	543	77	130	['mandatory: 90%']	90.96964001655579	3
Road	data/0000000596.png	491	545	74	134	['prohibitory: 60%']	60.31114459037781	3
Road	data/0000000582.png	259	299	53	96	['danger: 96%']	96.16141319274902	2
Road	data/0000000582.png	254	298	97	145	['prohibitory: 91%']	91.83823466300964	2
Road	data/0000000569.png	359	390	108	141	['prohibitory: 97%']	97.67754077911377	1
Road	data/0000000555.png	543	563	130	152	['prohibitory: 99%']	99.64170455932617	1
Road	data/0000000623.png	633	690	73	128	['danger: 99%']	99.99289512634277	1
Road	data/0000000622.png	616	671	81	130	['danger: 99%']	99.99673366546631	1
Road	data/0000000554.png	550	570	131	152	['prohibitory: 94%']	94.12142634391785	1
Road	data/0000000568.png	376	406	111	144	['prohibitory: 97%']	97.91693091392517	1
Road	data/0000000583.png	262	300	46	92	['danger: 99%']	99.99161958694458	3
Road	data/0000000583.png	257	303	95	145	['prohibitory: 84%']	84.60068702697754	3
Road	data/0000000583.png	258	301	99	143	['mandatory: 70%']	70.38424611091614	3
Road	data/0000000597.png	532	582	6	73	['danger: 99%']	99.97552037239075	3
Road	data/0000000597.png	527	580	73	127	['mandatory: 90%']	90.17362594604492	3
Road	data/0000000597.png	525	581	69	132	['prohibitory: 53%']	53.701943159103394	3
Road	data/0000000756.png	440	487	116	162	['danger: 99%']	99.97866749763489	1
Road	data/0000000731.png	808	832	120	144	['prohibitory: 99%']	99.95055198669434	1
Road	data/0000000725.png	696	715	122	140	['prohibitory: 53%']	53.6229133605957	1
Road	data/0000000533.png	888	940	318	367	['danger: 60%']	60.25499701499939	1
Road	data/0000000692.png	60	85	137	160	['danger: 82%']	82.46854543685913	1
Road	data/0000000693.png	40	64	138	163	['danger: 92%']	92.22998023033142	1
Road	data/0000000726.png	448	476	133	163	['danger: 91%']	91.86157584190369	1
Road	data/0000000732.png	838	864	117	144	['prohibitory: 99%']	99.90509152412415	1
Road	data/0000000690.png	98	122	136	160	['danger: 99%']	99.98968839645386	1
Road	data/0000000733.png	874	898	116	144	['prohibitory: 99%']	99.49799180030823	2
Road	data/0000000733.png	584	612	132	162	['danger: 60%']	60.26937961578369	2
Road	data/0000000737.png	1064	1095	99	132	['prohibitory: 96%']	96.17144465446472	1
Road	data/0000000694.png	19	47	143	170	['danger: 99%']	99.9966025352478	1
Road	data/0000000695.png	5	25	145	173	['danger: 99%']	99.91269707679749	1
Road	data/0000000534.png	938	980	338	375	['danger: 63%']	63.542890548706055	1
Road	data/0000000736.png	1006	1037	104	138	['prohibitory: 98%']	98.65764379501343	1
Road	data/0000000734.png	913	939	113	144	['prohibitory: 87%']	87.12880611419678	1
Road	data/0000000683.png	192	215	146	168	['danger: 99%']	99.92358684539795	1
Road	data/0000000132.png	907	951	309	350	['prohibitory: 93%']	93.48066449165344	2
Road	data/0000000132.png	438	457	137	159	['mandatory: 64%']	64.77247476577759	2
Road	data/0000000735.png	645	673	132	160	['danger: 75%']	75.08580684661865	2
Road	data/0000000735.png	956	986	107	140	['prohibitory: 63%']	63.38624358177185	2
Road	data/0000000084.png	334	358	202	226	['prohibitory: 90%']	90.24600386619568	1
Road	data/0000000738.png	1126	1160	93	128	['prohibitory: 99%']	99.80960488319397	1
Road	data/0000000739.png	1194	1231	85	122	['prohibitory: 99%']	99.52880144119263	2
Road	data/0000000739.png	790	820	121	151	['danger: 78%']	78.35879325866699	2
Road	data/0000000689.png	113	136	138	162	['danger: 99%']	99.11791682243347	1
Road	data/0000000729.png	755	775	119	141	['prohibitory: 54%']	54.24420237541199	1
Road	data/0000000728.png	735	756	123	144	['prohibitory: 90%']	90.60352444648743	1
Road	data/0000000767.png	747	833	49	127	['danger: 99%']	99.97979998588562	1
Road	data/0000000571.png	327	358	104	139	['mandatory: 70%']	70.84014415740967	1
Road	data/0000000565.png	427	455	116	146	['prohibitory: 77%']	77.40676999092102	1
Road	data/0000000559.png	513	536	128	153	['prohibitory: 99%']	99.36720132827759	1
Road	data/0000000607.png	149	192	112	151	['danger: 99%']	99.99916553497314	1
Road	data/0000000175.png	790	851	162	226	['prohibitory: 94%']	94.29171681404114	1
Road	data/0000000613.png	374	413	111	149	['danger: 99%']	99.99841451644897	1
Road	data/0000000174.png	767	827	163	221	['prohibitory: 97%']	97.24494814872742	1
Road	data/0000000612.png	339	380	114	153	['danger: 99%']	99.99672174453735	1
Road	data/0000000606.png	101	146	115	155	['danger: 99%']	99.99748468399048	2
Road	data/0000000606.png	1014	1106	3	60	['prohibitory: 97%']	97.7181077003479	2
Road	data/0000000376.png	907	939	348	374	['danger: 95%']	95.65272331237793	2
Road	data/0000000376.png	1089	1120	342	372	['mandatory: 53%']	53.82211208343506	2
Road	data/0000000558.png	521	542	131	154	['prohibitory: 93%']	93.5450792312622	1
Road	data/0000000564.png	444	467	120	147	['mandatory: 73%']	73.18711280822754	2
Road	data/0000000564.png	442	468	119	148	['prohibitory: 55%']	55.4029643535614	2
Road	data/0000000570.png	343	375	106	140	['prohibitory: 94%']	94.84553933143616	1
Road	data/0000000766.png	721	800	61	132	['danger: 99%']	99.95703101158142	1
Road	data/0000000772.png	945	1115	0	73	['danger: 53%']	53.6798357963562	1
Road	data/0000000764.png	671	738	82	143	['danger: 99%']	99.96707439422607	1
Road	data/0000000770.png	846	962	2	97	['danger: 99%']	99.9917984008789	1
Road	data/0000000758.png	507	556	113	160	['danger: 99%']	99.9783456325531	1
Road	data/0000000599.png	599	657	55	117	['mandatory: 94%']	94.6790874004364	3
Road	data/0000000599.png	610	652	1	54	['danger: 93%']	93.25490593910217	3
Road	data/0000000599.png	610	650	15	47	['danger: 71%']	71.4891791343689	3
Road	data/0000000566.png	409	437	115	145	['prohibitory: 89%']	89.33178782463074	1
Road	data/0000000572.png	309	345	103	139	['prohibitory: 87%']	87.71278858184814	1
Road	data/0000000189.png	1138	1172	242	276	['mandatory: 67%']	67.04635620117188	1
Road	data/0000000610.png	269	313	117	158	['danger: 99%']	99.99620914459229	1
Road	data/0000000604.png	2	47	111	151	['danger: 99%']	99.93428587913513	3
Road	data/0000000604.png	852	931	4	85	['prohibitory: 88%']	88.98906707763672	3
Road	data/0000000604.png	852	929	3	83	['mandatory: 80%']	80.18171787261963	3
Road	data/0000000163.png	278	323	194	234	['danger: 90%']	90.70643186569214	1
Road	data/0000000605.png	51	100	112	154	['danger: 99%']	99.99685287475586	2
Road	data/0000000605.png	926	1010	4	75	['prohibitory: 95%']	95.89146971702576	2
Road	data/0000000611.png	304	348	117	160	['danger: 99%']	99.99732971191406	1
Road	data/0000000188.png	1024	1051	227	255	['mandatory: 67%']	67.83878803253174	1
Road	data/0000000573.png	298	335	62	104	['danger: 97%']	97.1389651298523	2
Road	data/0000000573.png	298	333	103	140	['prohibitory: 91%']	91.52888059616089	2
Road	data/0000000567.png	392	422	113	145	['prohibitory: 79%']	79.2681097984314	1
Road	data/0000000598.png	571	617	7	61	['danger: 98%']	98.44294786453247	3
Road	data/0000000598.png	563	615	65	124	['mandatory: 75%']	75.84983110427856	3
Road	data/0000000598.png	561	618	63	126	['prohibitory: 67%']	67.742258310318	3
Road	data/0000000759.png	538	590	109	158	['danger: 99%']	99.99721050262451	1
Road	data/0000000771.png	888	1025	0	87	['danger: 99%']	99.99451637268066	1
Road	data/0000000765.png	695	768	73	138	['danger: 99%']	99.99256134033203	1
Road	data/0000000749.png	187	235	120	164	['danger: 99%']	99.99592304229736	1
Road	data/0000000761.png	596	654	101	150	['danger: 99%']	99.94932413101196	1
Road	data/0000000588.png	307	349	41	92	['danger: 99%']	99.91239905357361	2
Road	data/0000000588.png	302	348	93	143	['mandatory: 94%']	94.44410800933838	2
Road	data/0000000563.png	459	484	119	149	['prohibitory: 96%']	96.05807662010193	1
Road	data/0000000577.png	260	301	97	140	['prohibitory: 75%']	75.87823271751404	2
Road	data/0000000577.png	263	301	55	94	['danger: 74%']	74.76856112480164	2
Road	data/0000000629.png	688	771	36	113	['danger: 99%']	99.98383522033691	1
Road	data/0000000173.png	750	804	163	216	['prohibitory: 98%']	98.79751801490784	1
Road	data/0000000615.png	433	475	106	147	['danger: 99%']	99.99825954437256	1
Road	data/0000000601.png	687	749	37	106	['mandatory: 91%']	91.43182039260864	2
Road	data/0000000601.png	686	751	38	108	['prohibitory: 63%']	63.21185827255249	2
Road	data/0000000600.png	641	700	49	111	['mandatory: 97%']	97.75719046592712	1
Road	data/0000000614.png	404	447	109	148	['danger: 99%']	99.99940395355225	1
Road	data/0000000628.png	680	762	43	113	['danger: 99%']	99.97580647468567	1
Road	data/0000000576.png	267	304	97	139	['mandatory: 89%']	89.86251950263977	1
Road	data/0000000562.png	475	500	121	149	['prohibitory: 98%']	98.3069896697998	1
Road	data/0000000589.png	322	363	43	90	['danger: 99%']	99.99699592590332	3
Road	data/0000000589.png	317	365	93	146	['prohibitory: 89%']	89.95938301086426	3
Road	data/0000000589.png	319	362	97	144	['mandatory: 60%']	60.61699390411377	3
Road	data/0000000760.png	568	622	105	153	['danger: 99%']	99.97990727424622	1
Road	data/0000000748.png	147	198	121	165	['danger: 99%']	99.9972939491272	1
Road	data/0000000762.png	622	681	96	148	['danger: 99%']	99.96341466903687	1
Road	data/0000000548.png	584	603	134	153	['prohibitory: 96%']	96.83245420455933	1
Road	data/0000000574.png	287	322	101	139	['mandatory: 87%']	87.87457346916199	2
Road	data/0000000574.png	290	323	66	98	['danger: 50%']	50.26349425315857	2
Road	data/0000000560.png	502	524	125	151	['prohibitory: 70%']	70.18608450889587	1
Road	data/0000000428.png	50	89	324	360	['prohibitory: 97%']	97.58604764938354	1
Road	data/0000000602.png	736	802	27	96	['mandatory: 96%']	96.55244946479797	2
Road	data/0000000602.png	735	805	26	102	['prohibitory: 55%']	55.479979515075684	2
Road	data/0000000616.png	460	504	102	144	['danger: 99%']	99.99080896377563	1
Road	data/0000000617.png	491	534	101	142	['danger: 99%']	99.99544620513916	1
Road	data/0000000603.png	791	860	9	91	['mandatory: 92%']	92.56079196929932	2
Road	data/0000000603.png	789	864	10	95	['prohibitory: 64%']	64.7297739982605	2
Road	data/0000000561.png	490	513	123	149	['prohibitory: 97%']	97.82520532608032	1
Road	data/0000000575.png	274	312	101	140	['prohibitory: 88%']	88.772714138031	1
Road	data/0000000549.png	580	598	134	154	['prohibitory: 99%']	99.75903034210205	1
Road	data/0000000763.png	646	710	88	146	['danger: 99%']	99.9765932559967	1
